future_timepoint,intervention,difference_in_optimal_distance,intervention_name
2017-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.5544927120208742,improved vaccine and surveillance
2017-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.9994351863861088,improved vaccine and surveillance
2017-10-01,status_quo_vs_improved_vaccine_and_surveillance,1.2182410955429077,improved vaccine and surveillance
2018-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.4347776770591736,improved vaccine and surveillance
2018-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.8351863622665409,improved vaccine and surveillance
2018-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.5005618333816528,improved vaccine and surveillance
2018-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.7379993200302128,improved vaccine and surveillance
2019-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.096385717391968,improved vaccine and surveillance
2019-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.5123623609542847,improved vaccine and surveillance
2019-07-01,status_quo_vs_improved_vaccine_and_surveillance,2.8174240589141846,improved vaccine and surveillance
2019-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.315038561820984,improved vaccine and surveillance
