clade_membership,frequency,projected_frequency,n_strains,observed_frequency,future_n_strains,forecast_error,absolute_forecast_error,sample,timepoint,future_timepoint,delta_month,delay_type
A.6.8.5.2.4.1.3.6.8.1,0.002613,0.0002419089677985,1,0.13494699999999998,123,0.1347050910322015,0.1347050910322015,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1,0.948419,0.9778163797190691,869,0.829514,1082,-0.14830237971906912,0.14830237971906912,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11,0.32669099999999995,0.5137683445977657,393,0.017053000000000002,46,-0.4967153445977657,0.4967153445977657,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.1,0.00042199999999999996,0.00016344877636614575,11,0.001592,1,0.0014285512236338544,0.0014285512236338544,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.2,0.016843,0.00877882760836976,14,0.0025,9,-0.00627882760836976,0.00627882760836976,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.3,0.0045910000000000005,0.0026556542398606035,28,0.005589,7,0.0029333457601393967,0.0029333457601393967,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.4,0.019055,0.019623496489329706,28,0.0,0,-0.019623496489329706,0.019623496489329706,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.5,0.024508,0.030949403396360903,35,0.0036190000000000003,10,-0.027330403396360902,0.027330403396360902,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.11.6,0.109471,0.3293555591973123,66,0.00048600000000000005,2,-0.3288695591973123,0.3288695591973123,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.601074,0.4587435003282862,453,0.801743,1008,0.3429994996717138,0.3429994996717138,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.0013349999999999998,0.0005145155960781239,2,0.0,0,-0.0005145155960781239,0.0005145155960781239,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4,0.121304,0.06097135513993523,71,5.9000000000000004e-05,2,-0.06091235513993523,0.06091235513993523,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4.1,0.083744,0.046332809093467,46,5.9000000000000004e-05,2,-0.046273809093467004,0.046273809093467004,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5,0.437628,0.37060703565902386,339,0.8016840000000001,1006,0.4310769643409762,0.4310769643409762,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2,0.0057540000000000004,0.00155230571395097,6,0.0,0,-0.00155230571395097,0.00155230571395097,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3,0.226715,0.1180850691235209,165,0.33828,459,0.22019493087647912,0.22019493087647912,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.1,0.001925,0.0012945613646981376,10,0.0,0,-0.0012945613646981376,0.0012945613646981376,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.2,0.052474,0.019071383023459926,23,0.000601,1,-0.018470383023459925,0.018470383023459925,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.4,0.064694,0.0322797426404028,37,0.016427999999999998,61,-0.015851742640402802,0.015851742640402802,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.5,0.038029,0.01939370810633072,20,0.042006,118,0.02261229189366928,0.02261229189366928,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.4,0.009041,0.0113016627345727,8,0.0035540000000000003,24,-0.0077476627345727,0.0077476627345727,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.6,0.060831,0.0557539551755029,23,0.43369599999999997,456,0.37794204482449706,0.37794204482449706,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8,0.016542,0.004711582868030329,21,0.010687,27,0.0059754171319696715,0.0059754171319696715,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8.2,0.015731000000000002,0.004550581607251106,16,0.010033,24,0.005482418392748894,0.005482418392748894,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8.2.1,0.008811,0.0025117858021534998,5,0.0045590000000000006,11,0.002047214197846501,0.002047214197846501,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8.2.2,0.003519,0.0014872449351462063,9,0.000498,5,-0.0009892449351462064,0.0009892449351462064,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8.2.2.1,0.003493,0.0014813000002229378,7,0.00010400000000000001,4,-0.001377300000222938,0.001377300000222938,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1.8.3,0.000744,0.0001513325417027656,4,0.0,0,-0.0001513325417027656,0.0001513325417027656,h3n2_no_delay,2018-10-01,2019-07-01,9.0,none
A.6.8.5.2.4.1.3.6,0.064236,0.03390544828858257,57,0.17041399999999998,188,0.1365085517114174,0.1365085517114174,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.5,0.011908,0.006040972298209837,6,0.001379,7,-0.004661972298209837,0.004661972298209837,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.7,0.0036090000000000002,0.0010796021639236,2,0.02186,20,0.0207803978360764,0.0207803978360764,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.8,0.008542999999999999,0.0011968269417298,3,0.13494699999999998,123,0.1337501730582702,0.1337501730582702,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.8.1,0.004356,0.0004549270546902,1,0.13494699999999998,123,0.1344920729453098,0.1344920729453098,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1,0.935727,0.9660945517113858,760,0.829514,1082,-0.13658055171138583,0.13658055171138583,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11,0.33867400000000003,0.5923097697263091,370,0.017053000000000002,46,-0.5752567697263091,0.5752567697263091,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.1,0.000728,0.00030521337916580106,13,0.001592,1,0.001286786620834199,0.001286786620834199,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.2,0.02005,0.012761536481722931,14,0.0025,9,-0.01026153648172293,0.01026153648172293,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.3,0.007344,0.004233881153211345,31,0.005589,7,0.0013551188467886555,0.0013551188467886555,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.4,0.023107000000000003,0.019765230396344056,31,0.0,0,-0.019765230396344056,0.019765230396344056,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.5,0.024212,0.0365667990909324,33,0.0036190000000000003,10,-0.0329477990909324,0.0329477990909324,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.11.6,0.084669,0.265242784236307,43,0.00048600000000000005,2,-0.264756784236307,0.264756784236307,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.570877,0.36748331067534684,368,0.801743,1008,0.43425968932465314,0.43425968932465314,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.002224,0.000865420155176205,2,0.0,0,-0.000865420155176205,0.000865420155176205,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4,0.14223,0.08007236488294445,57,5.9000000000000004e-05,2,-0.08001336488294444,0.08001336488294444,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4.1,0.109053,0.06755665594356292,40,5.9000000000000004e-05,2,-0.06749765594356291,0.06749765594356291,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5,0.37051,0.2527860365030437,271,0.8016840000000001,1006,0.5488979634969564,0.5488979634969564,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2,0.004183,0.0007632135803594183,4,0.0,0,-0.0007632135803594183,0.0007632135803594183,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3,0.21805,0.14920139669734883,136,0.33828,459,0.1890786033026512,0.1890786033026512,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.1,0.003231,0.0023100239674255993,12,0.0,0,-0.0023100239674255993,0.0023100239674255993,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.2,0.043607,0.01283808797180936,14,0.000601,1,-0.01223708797180936,0.01223708797180936,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.4,0.047418999999999996,0.0325940753470262,23,0.016427999999999998,61,-0.0161660753470262,0.0161660753470262,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.5,0.034564,0.0188706863920845,13,0.042006,118,0.0231353136079155,0.0231353136079155,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.4,0.01507,0.0139512465915801,8,0.0035540000000000003,24,-0.0103972465915801,0.0103972465915801,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.6,0.021884,0.0095126938056277,5,0.43369599999999997,456,0.4241833061943723,0.4241833061943723,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8,0.022968000000000002,0.005835033981537214,21,0.010687,27,0.004851966018462786,0.004851966018462786,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8.2,0.021604,0.005556690431230728,15,0.010033,24,0.0044763095687692725,0.0044763095687692725,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8.2.1,0.010069000000000002,0.0020495431702539,4,0.0045590000000000006,11,0.0025094568297461006,0.0025094568297461006,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8.2.2,0.005867,0.002642508197905828,9,0.000498,5,-0.002144508197905828,0.002144508197905828,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8.2.2.1,0.005822,0.0026323309752399613,7,0.00010400000000000001,4,-0.0025283309752399613,0.0025283309752399613,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1.8.3,0.0012519999999999999,0.0002620452707967634,5,0.0,0,-0.0002620452707967634,0.0002620452707967634,h3n2_ideal_delay,2018-10-01,2019-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6,0.086978,0.04488707803947758,38,0.17041399999999998,188,0.1255269219605224,0.1255269219605224,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.3.6.4,1.8e-05,3.645751223926296e-06,1,0.0,0,-3.645751223926296e-06,3.645751223926296e-06,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.3.6.5,0.020236,0.010537427860500563,4,0.001379,7,-0.009158427860500563,0.009158427860500563,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.3.6.8,0.011948,0.0019972494356086,2,0.13494699999999998,123,0.13294975056439137,0.13294975056439137,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1,0.913013,0.9551129219605013,542,0.829514,1082,-0.12559892196050138,0.12559892196050138,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11,0.33686,0.6240703245711251,277,0.017053000000000002,46,-0.6070173245711251,0.6070173245711251,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.1,0.001912,0.0009513737101649081,12,0.001592,1,0.000640626289835092,0.000640626289835092,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.2,0.032909,0.02708099412471436,10,0.0025,9,-0.024580994124714362,0.024580994124714362,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.3,0.010666,0.008662502288530882,28,0.005589,7,-0.003073502288530882,0.003073502288530882,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.4,0.019018,0.014347442378370587,26,0.0,0,-0.014347442378370587,0.014347442378370587,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.5,0.035495,0.1041087179046205,29,0.0036190000000000003,10,-0.10048971790462051,0.10048971790462051,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.11.6,0.043259,0.1331761069412686,18,0.00048600000000000005,2,-0.13269010694126862,0.13269010694126862,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.4.1,1.2e-05,1.453157567765282e-06,1,0.0,0,-1.453157567765282e-06,1.453157567765282e-06,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.534334,0.3224552804188903,243,0.801743,1008,0.47928771958110966,0.47928771958110966,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.000174,7.134123834418066e-05,1,0.0,0,-7.134123834418066e-05,7.134123834418066e-05,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4,0.128514,0.06477369983092958,23,5.9000000000000004e-05,2,-0.06471469983092958,0.06471469983092958,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4.1,0.10850699999999999,0.0540642417878615,14,5.9000000000000004e-05,2,-0.0540052417878615,0.0540052417878615,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5,0.355028,0.23544983638897282,198,0.801684,1006,0.5662341636110271,0.5662341636110271,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2,0.0021290000000000002,0.0005309886836262736,6,0.0,0,-0.0005309886836262736,0.0005309886836262736,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3,0.20074399999999998,0.12541469589136264,88,0.33828,459,0.21286530410863738,0.21286530410863738,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.1,0.009287,0.006160073718483421,16,0.0,0,-0.006160073718483421,0.006160073718483421,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.2,0.039401,0.017440893195254707,6,0.000601,1,-0.016839893195254706,0.016839893195254706,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.4,0.031108,0.0119235612621279,10,0.016427999999999998,61,0.004504438737872098,0.004504438737872098,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.5,0.032249,0.0106225409760077,5,0.042006,118,0.031383459023992304,0.031383459023992304,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.4,0.009781,0.0065859178177609,4,0.0035540000000000003,24,-0.0030319178177608997,0.0030319178177608997,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.6,0.01161,0.003283802614204897,2,0.43369599999999997,456,0.43041219738579506,0.43041219738579506,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.6.1,2.4e-05,3.172836383797229e-06,1,0.013077,25,0.013073827163616204,0.013073827163616204,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8,0.032651,0.0072527879146626765,20,0.010687,27,0.003434212085337324,0.003434212085337324,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8.2,0.028746,0.006619933259830433,13,0.010033,24,0.0034130667401695673,0.0034130667401695673,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8.2.1,0.004312,0.0007442818931237,1,0.0045590000000000006,11,0.0038147181068763007,0.0038147181068763007,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8.2.2,0.008258,0.003424707248667833,10,0.000498,5,-0.0029267072486678335,0.0029267072486678335,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8.2.2.1,0.008099,0.003374611012754603,6,0.00010400000000000001,4,-0.003270611012754603,0.003270611012754603,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1.8.3,0.0035859999999999998,0.0005863512732451793,6,0.0,0,-0.0005863512732451793,0.0005863512732451793,h3n2_realistic_delay,2018-10-01,2019-07-01,9.0,realistic
A.6.8.5.2.4.1.3.6,0.051509,0.012870608657433691,62,0.130747,162,0.1178763913425663,0.1178763913425663,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.3.6.5,0.007143,0.0018621931504739994,6,0.001037,1,-0.0008251931504739995,0.0008251931504739995,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.3.6.7,0.002166,0.00026375146521222443,2,0.047839999999999994,36,0.04757624853478777,0.04757624853478777,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.3.6.8,0.005124999999999999,0.00022724659028262493,3,0.077926,118,0.07769875340971737,0.07769875340971737,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.3.6.8.1,0.002613,7.504649405244767e-05,1,0.077926,118,0.07785095350594755,0.07785095350594755,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1,0.948419,0.9871293913425344,869,0.869216,863,-0.11791339134253442,0.11791339134253442,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11,0.32669099999999995,0.638988318512252,393,0.000737,16,-0.638251318512252,0.638251318512252,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.1,0.00042199999999999996,8.389976215451725e-05,11,0.000124,1,4.0100237845482756e-05,4.0100237845482756e-05,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.2,0.016843,0.005087673697426666,14,0.000105,1,-0.004982673697426666,0.004982673697426666,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.3,0.0045910000000000005,0.0016004027740761516,28,0.000333,7,-0.0012674027740761516,0.0012674027740761516,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.4,0.019055,0.014245356974399319,28,0.0,0,-0.014245356974399319,0.014245356974399319,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.5,0.024508,0.026519830173163915,35,0.00011899999999999999,4,-0.026400830173163914,0.026400830173163914,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.11.6,0.109471,0.5006100845791198,66,1e-05,1,-0.5006000845791199,0.5006000845791199,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5,0.601074,0.34570692344970294,453,0.859396,833,0.513689076550297,0.513689076550297,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.2,0.0013349999999999998,0.00025677146685449477,2,0.0,0,-0.00025677146685449477,0.00025677146685449477,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4,0.121304,0.035585400663469886,71,0.0,0,-0.035585400663469886,0.035585400663469886,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.4.1,0.083744,0.0278159765816706,46,0.0,0,-0.0278159765816706,0.0278159765816706,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5,0.437628,0.2931224707719283,339,0.859396,833,0.5662735292280717,0.5662735292280717,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.2,0.0057540000000000004,0.0006989750639374245,6,0.0,0,-0.0006989750639374245,0.0006989750639374245,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3,0.226715,0.07256702872102948,165,0.287521,319,0.21495397127897053,0.21495397127897053,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.1,0.001925,0.0007978542121479932,10,0.0,0,-0.0007978542121479932,0.0007978542121479932,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.2,0.052474,0.009884912000249865,23,1.6e-05,1,-0.009868912000249865,0.009868912000249865,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.4,0.064694,0.01893988993609089,37,0.000414,12,-0.01852588993609089,0.01852588993609089,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.3.5,0.038029,0.011177809501751861,20,0.055196,51,0.04401819049824814,0.04401819049824814,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.4,0.009041,0.0095287295800277,8,0.0017599999999999998,3,-0.0077687295800277,0.0077687295800277,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.12.1.4.5.5.6,0.060831,0.0379924237492341,23,0.412012,426,0.3740195762507659,0.3740195762507659,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8,0.016542,0.0022209189440796236,21,0.009083,14,0.006862081055920377,0.006862081055920377,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8.2,0.015731000000000002,0.0021541855083967833,16,0.009066000000000001,13,0.006911814491603218,0.006911814491603218,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8.2.1,0.008811,0.0011568888205812,5,0.001773,7,0.0006161111794188,0.0006161111794188,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8.2.2,0.003519,0.0007730859262250927,9,0.0048330000000000005,2,0.004059914073774908,0.004059914073774908,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8.2.2.1,0.003493,0.000770592949346398,7,0.0048330000000000005,2,0.0040624070506536025,0.0040624070506536025,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.4.3.1.8.3,0.000744,6.325560921227327e-05,4,0.0,0,-6.325560921227327e-05,6.325560921227327e-05,h3n2_no_delay,2018-10-01,2019-10-01,12.0,none
A.6.8.5.2.4.1.3.6,0.064236,0.019848527059487666,57,0.130747,162,0.11089847294051233,0.11089847294051233,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.3.6.5,0.011908,0.003285471900622713,6,0.001037,1,-0.002248471900622713,0.002248471900622713,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.3.6.7,0.0036090000000000002,0.0004996343387009,2,0.047839999999999994,36,0.047340365661299094,0.047340365661299094,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.3.6.8,0.008542999999999999,0.00046165722628120317,3,0.077926,118,0.07746434277371879,0.07746434277371879,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.3.6.8.1,0.004356,0.0001460063313647,1,0.077926,118,0.07777999366863529,0.07777999366863529,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.4.3.1,0.935727,0.980151472940484,760,0.869216,863,-0.110935472940484,0.110935472940484,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.4.3.1.11,0.33867400000000003,0.7294624879200973,370,0.000737,16,-0.7287254879200973,0.7287254879200973,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.4.3.1.11.1,0.000728,0.00015937743919693171,13,0.000124,1,-3.537743919693171e-05,3.537743919693171e-05,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
A.6.8.5.2.4.1.4.3.1.11.2,0.02005,0.00816854378015853,14,0.000105,1,-0.008063543780158531,0.008063543780158531,h3n2_ideal_delay,2018-10-01,2019-10-01,12.0,ideal
