clade_membership,frequency,projected_frequency,n_strains,observed_frequency,future_n_strains,forecast_error,absolute_forecast_error,sample,timepoint,future_timepoint,delta_month,delay_type
A.6.8.5.2.4.1.3.4.2.1,0.015194000000000001,0.0061459579590380994,3,0.0,0,-0.0061459579590380994,0.0061459579590380994,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.2,0.044731,0.03160403537102874,32,0.0,0,-0.03160403537102874,0.03160403537102874,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.3,0.000587,0.00029418418451,2,0.010107999999999999,14,0.009813815815489998,0.009813815815489998,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.3.1,0.000347,0.000165483128964,1,0.010107999999999999,14,0.009942516871035999,0.009942516871035999,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.4,0.038385,0.013809492514912619,15,0.0,0,-0.013809492514912619,0.013809492514912619,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.5,0.071005,0.009234625969240714,12,0.103965,104,0.09473037403075929,0.09473037403075929,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.5.2,0.002146,0.0003442552996458,1,0.027771,36,0.0274267447003542,0.0274267447003542,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.5,0.014431,0.006101728221955,1,0.008361,24,0.002259271778045,0.002259271778045,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.6,0.251468,0.5596629714467795,82,0.149638,233,-0.41002497144677946,0.41002497144677946,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.3.6.2,0.029545000000000002,0.0252232888846282,3,0.011605,16,-0.0136182888846282,0.0136182888846282,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.4,0.20844000000000001,0.1927036297747337,116,0.695838,599,0.5031343702252662,0.5031343702252662,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.4.1,0.018647,0.009038649517526996,14,0.000318,1,-0.008720649517526996,0.008720649517526996,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.4.2,0.026542,0.013062683747833719,20,0.0,0,-0.013062683747833719,0.013062683747833719,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.4.3,0.13131900000000002,0.15777201575860572,43,0.6955199999999999,598,0.5377479842413941,0.5377479842413941,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1.4.3.1,0.12269000000000001,0.15133942942602496,32,0.694923,596,0.543583570573975,0.543583570573975,h3n2_realistic_delay,2014-07-01,2015-04-01,9.0,realistic
A.6.8.5.2.4.1,0.999968,0.999999999999978,877,0.9999709999999999,1117,-2.8999999978074342e-05,2.8999999978074342e-05,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3,0.813186,0.9329970204411188,693,0.182223,312,-0.7507740204411187,0.7507740204411187,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.1,0.024483,0.0029244640577471164,10,0.000955,4,-0.0019694640577471163,0.0019694640577471163,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.2,1.3e-05,4.753964810600666e-07,1,0.0,0,-4.753964810600666e-07,4.753964810600666e-07,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.3,0.018966,0.0022919141143580473,61,0.000419,1,-0.0018729141143580472,0.0018729141143580472,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4,0.338717,0.05437936459147917,343,0.09164599999999999,126,0.03726663540852082,0.03726663540852082,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.1,0.016743,0.0014904361118989362,27,0.000248,2,-0.0012424361118989363,0.0012424361118989363,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2,0.27053,0.04856738960214946,222,0.091383,123,0.04281561039785055,0.04281561039785055,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.1,0.004352,0.0004835811084236235,4,0.0,0,-0.0004835811084236235,0.0004835811084236235,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.2,0.015271,0.0027887373395734157,38,0.0,0,-0.0027887373395734157,0.0027887373395734157,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.3,0.046438,0.003851075003086537,18,0.001699,8,-0.002152075003086537,0.002152075003086537,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.3.1,0.012503,0.0005300812970144579,5,0.001699,8,0.001168918702985542,0.001168918702985542,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.4,0.014915,0.001588289825920079,19,0.0,0,-0.001588289825920079,0.001588289825920079,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.5,0.056189,0.0021571801498464194,33,0.080191,104,0.07803381985015358,0.07803381985015358,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.4.2.5.2,0.003312,0.00013278661199166443,3,0.016038,30,0.015905213388008335,0.015905213388008335,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.5,0.019464000000000002,0.0029799118416502,7,0.026477,22,0.0234970881583498,0.0234970881583498,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.6,0.318452,0.8536936649914583,196,0.055858000000000005,151,-0.7978356649914583,0.7978356649914583,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.3.6.2,0.05002,0.0179809662383235,22,0.0068850000000000005,14,-0.0110959662383235,0.0110959662383235,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.4,0.18386599999999997,0.06682497916006067,183,0.817087,804,0.7502620208399393,0.7502620208399393,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.4.1,0.004851,0.00032427806066428707,16,0.0,0,-0.00032427806066428707,0.00032427806066428707,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.4.2,0.030261,0.0034179064107701285,40,0.0,0,-0.0034179064107701285,0.0034179064107701285,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.4.3,0.136394,0.06181678346061441,90,0.817087,804,0.7552702165393856,0.7552702165393856,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1.4.3.1,0.12776099999999999,0.0598636821643868,74,0.817087,804,0.7572233178356133,0.7572233178356133,h3n2_no_delay,2014-07-01,2015-07-01,12.0,none
A.6.8.5.2.4.1,0.999953,0.9999999999999777,767,0.9999709999999999,1117,-2.8999999977741275e-05,2.8999999977741275e-05,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3,0.797694,0.9087140791590896,600,0.182223,312,-0.7264910791590896,0.7264910791590896,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.1,0.014898999999999999,0.002655845747913588,5,0.000955,4,-0.0017008457479135877,0.0017008457479135877,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.2,2.1e-05,1.3044374859905052e-06,1,0.0,0,-1.3044374859905052e-06,1.3044374859905052e-06,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.3,0.026886,0.005669219072001614,68,0.000419,1,-0.005250219072001614,0.005250219072001614,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4,0.322373,0.06321410668831419,305,0.09164599999999999,126,0.028431893311685802,0.028431893311685802,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.1,0.018242,0.003128638568727285,26,0.000248,2,-0.002880638568727285,0.002880638568727285,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2,0.246254,0.05132932588117483,187,0.091383,123,0.040053674118825176,0.040053674118825176,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.1,0.007209,0.0012225514738901178,4,0.0,0,-0.0012225514738901178,0.0012225514738901178,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.2,0.021033,0.006054460044705858,38,0.0,0,-0.006054460044705858,0.006054460044705858,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.3,0.013799,0.0010096162923730917,5,0.001699,8,0.0006893837076269083,0.0006893837076269083,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.3.1,0.000119,2.2446294167894885e-05,1,0.001699,8,0.0016765537058321051,0.0016765537058321051,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.4,0.020014,0.002707083703720811,18,0.0,0,-0.002707083703720811,0.002707083703720811,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.5,0.067719,0.002731179900828932,28,0.080191,104,0.07745982009917107,0.07745982009917107,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.4.2.5.2,0.005486,0.00017321056767307768,3,0.016038,30,0.01586478943232692,0.01586478943232692,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.5,0.023005,0.009046594737162201,5,0.026477,22,0.0174304052628378,0.0174304052628378,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.6,0.30481,0.7977069948600382,151,0.055858000000000005,151,-0.7418489948600382,0.7418489948600382,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.3.6.2,0.056534,0.0582214539843241,16,0.0068850000000000005,14,-0.0513364539843241,0.0513364539843241,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.4,0.19743,0.09085337520095564,166,0.817087,804,0.7262336247990444,0.7262336247990444,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.4.1,0.008049,0.0020617721837963075,17,0.0,0,-0.0020617721837963075,0.0020617721837963075,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.4.2,0.041397,0.009489942472185538,38,0.0,0,-0.009489942472185538,0.009489942472185538,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.4.3,0.12745800000000002,0.07584062353211586,70,0.817087,804,0.7412463764678842,0.7412463764678842,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1.4.3.1,0.11813900000000001,0.07353049413522268,55,0.817087,804,0.7435565058647773,0.7435565058647773,h3n2_ideal_delay,2014-07-01,2015-07-01,12.0,ideal
A.6.8.5.2.4.1,0.999969,0.9999999999999832,538,0.9999709999999999,1117,-2.899999998329239e-05,2.899999998329239e-05,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3,0.777473,0.8621357808335605,421,0.182223,312,-0.6799127808335604,0.6799127808335604,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.1,0.006051,0.001065269024627,1,0.000955,4,-0.00011026902462700006,0.00011026902462700006,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.2,6.1e-05,3.578390248103954e-06,1,0.0,0,-3.578390248103954e-06,3.578390248103954e-06,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.3,0.029899,0.007999178394299799,57,0.000419,1,-0.0075801783942997985,0.0075801783942997985,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4,0.387425,0.09579868482528121,237,0.09164599999999999,126,-0.004152684825281222,0.004152684825281222,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.1,0.027163,0.0051062549797721134,26,0.000248,2,-0.0048582549797721135,0.0048582549797721135,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2,0.27109300000000003,0.07215921142815332,132,0.091383,123,0.019223788571846687,0.019223788571846687,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.1,0.015194000000000001,0.0030328010855135003,3,0.0,0,-0.0030328010855135003,0.0030328010855135003,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.2,0.044731,0.01941605871791184,32,0.0,0,-0.01941605871791184,0.01941605871791184,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.3,0.000587,0.0001534766000469497,2,0.001699,8,0.0015455233999530503,0.0015455233999530503,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.3.1,0.000347,8.485262482343765e-05,1,0.001699,8,0.0016141473751765624,0.0016141473751765624,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.4,0.038385,0.00672498368306102,15,0.0,0,-0.00672498368306102,0.00672498368306102,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.5,0.071005,0.003176022007166265,12,0.080191,104,0.07701497799283373,0.07701497799283373,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.4.2.5.2,0.002146,0.0001227630721237,1,0.016038,30,0.0159152369278763,0.0159152369278763,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.5,0.014431,0.0030056735650347,1,0.026477,22,0.0234713264349653,0.0234713264349653,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.6,0.251468,0.727499595738641,82,0.055858000000000005,151,-0.671641595738641,0.671641595738641,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.3.6.2,0.029545000000000002,0.0165480562616336,3,0.0068850000000000005,14,-0.009663056261633598,0.009663056261633598,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.4,0.20844000000000001,0.13650077521208995,116,0.817087,804,0.6805862247879101,0.6805862247879101,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.4.1,0.018647,0.004965245175536001,14,0.0,0,-0.004965245175536001,0.004965245175536001,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.4.2,0.026542,0.007048259413367168,20,0.0,0,-0.007048259413367168,0.007048259413367168,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.4.3,0.13131900000000002,0.1181798261565699,43,0.817087,804,0.6989071738434302,0.6989071738434302,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1.4.3.1,0.12269000000000001,0.1141471230222097,32,0.817087,804,0.7029398769777904,0.7029398769777904,h3n2_realistic_delay,2014-07-01,2015-07-01,12.0,realistic
A.6.8.5.2.4.1,0.999979,0.999999999999968,780,0.999936,810,-6.399999996797856e-05,6.399999996797856e-05,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3,0.743167,0.6946746838403292,599,0.553854,538,-0.1408206838403292,0.1408206838403292,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.1,0.006671,0.0052461067465908355,9,0.00538,7,0.0001338932534091647,0.0001338932534091647,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.3,0.021482,0.017867776006275125,16,0.002372,7,-0.015495776006275126,0.015495776006275126,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4,0.265185,0.20518213806896027,246,0.147782,171,-0.05740013806896027,0.05740013806896027,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.1,0.018987,0.014655691910080931,21,0.004082,12,-0.01057369191008093,0.01057369191008093,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2,0.224949,0.17701100331487954,189,0.138484,151,-0.03852700331487954,0.03852700331487954,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.1,0.000271,0.0001976046607893462,3,0.0,0,-0.0001976046607893462,0.0001976046607893462,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.2,0.000656,0.00045631792592290847,10,0.0,0,-0.00045631792592290847,0.00045631792592290847,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.3,0.036873,0.0237984382142394,26,0.012337999999999998,27,-0.0114604382142394,0.0114604382142394,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.3.1,0.028735,0.0177742369683753,14,0.012197999999999999,19,-0.0055762369683753,0.0055762369683753,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.4,0.001108,0.0006741526639807648,11,0.0,0,-0.0006741526639807648,0.0006741526639807648,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.5,0.103377,0.08104168537261824,61,0.105133,81,0.02409131462738176,0.02409131462738176,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.4.2.5.2,0.01497,0.009864483215696501,7,0.054219,26,0.0443545167843035,0.0443545167843035,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.5,0.009826,0.009012760692218999,10,0.040014,24,0.031001239307781002,0.031001239307781002,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.6,0.344426,0.37030606669033084,247,0.322562,268,-0.04774406669033082,0.04774406669033082,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.6.2,0.01418,0.0160287250250889,24,0.022896,12,0.006867274974911099,0.006867274974911099,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.6.4,0.014725,0.0115998914231901,5,0.048641000000000004,29,0.0370411085768099,0.0370411085768099,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.3.6.4.1,0.003638,0.002201770532656,1,0.034569,18,0.032367229467344,0.032367229467344,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.4,0.24876600000000001,0.30176691522054133,178,0.442655,268,0.1408880847794587,0.1408880847794587,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.4.1,0.000125,7.751214378830015e-05,5,0.002814,1,0.0027364878562116998,0.0027364878562116998,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.4.2,0.003231,0.0022931094816933902,20,3.4e-05,2,-0.00225910948169339,0.00225910948169339,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.4.3,0.239975,0.29602203883980654,144,0.439213,263,0.14319096116019348,0.14319096116019348,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1.4.3.1,0.234767,0.2928069675832623,138,0.433389,258,0.14058203241673772,0.14058203241673772,h3n2_no_delay,2014-10-01,2015-01-01,3.0,none
A.6.8.5.2.4.1,0.999984,0.9999999999999727,706,0.999936,810,-6.39999999726415e-05,6.39999999726415e-05,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3,0.763537,0.7501447670896441,548,0.553854,538,-0.1962907670896441,0.1962907670896441,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.1,0.010347,0.0077193851503358285,9,0.00538,7,-0.0023393851503358282,0.0023393851503358282,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.3,0.013191,0.009080451902440955,19,0.002372,7,-0.006708451902440955,0.006708451902440955,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4,0.26485000000000003,0.19249160191830736,233,0.147782,171,-0.04470960191830736,0.04470960191830736,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.1,0.016311,0.011622627195443967,17,0.004082,12,-0.007540627195443967,0.007540627195443967,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2,0.228552,0.16867396917501176,178,0.138484,151,-0.030189969175011766,0.030189969175011766,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.1,0.000423,0.00027553115525738456,3,0.0,0,-0.00027553115525738456,0.00027553115525738456,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.2,0.00108,0.0006992426333068163,15,0.0,0,-0.0006992426333068163,0.0006992426333068163,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.3,0.041816,0.0243867691871631,23,0.012337999999999998,27,-0.012048769187163102,0.012048769187163102,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.3.1,0.029193,0.0157846514590117,11,0.012197999999999999,19,-0.0035866514590117016,0.0035866514590117016,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.4,0.001753,0.001002361347455578,14,0.0,0,-0.001002361347455578,0.001002361347455578,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.5,0.10321100000000001,0.07394367321069963,52,0.105133,81,0.03118932678930038,0.03118932678930038,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.4.2.5.2,0.017489,0.010627183017966559,7,0.054219,26,0.043591816982033446,0.043591816982033446,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.5,0.011368,0.0106397496489941,9,0.040014,24,0.029374250351005902,0.029374250351005902,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.6,0.348692,0.4278150711260309,213,0.322562,268,-0.10525307112603088,0.10525307112603088,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.6.2,0.016263,0.024885486496437202,23,0.022896,12,-0.0019894864964372025,0.0019894864964372025,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.3.6.4,0.008715,0.007435146117985601,2,0.048641000000000004,29,0.04120585388201441,0.04120585388201441,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.4,0.235421,0.24925298013783892,157,0.442655,268,0.1934020198621611,0.1934020198621611,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.4.1,0.00020800000000000001,0.00011943945320005037,6,0.002814,1,0.00269456054679995,0.00269456054679995,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.4.2,0.005043,0.003322908979476771,22,3.4e-05,2,-0.0032889089794767706,0.0032889089794767706,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.4.3,0.22171,0.24106749727098747,118,0.439213,263,0.19814550272901255,0.19814550272901255,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1.4.3.1,0.213615,0.2364588833070595,111,0.433389,258,0.19693011669294053,0.19693011669294053,h3n2_ideal_delay,2014-10-01,2015-01-01,3.0,ideal
A.6.8.5.2.4.1,0.999976,0.9999999999999819,519,0.999936,810,-6.399999998185635e-05,6.399999998185635e-05,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3,0.7865989999999999,0.798074051656106,401,0.553854,538,-0.24422005165610605,0.24422005165610605,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.1,0.009158,0.006951428020366123,5,0.00538,7,-0.0015714280203661226,0.0015714280203661226,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.3,0.009307000000000001,0.0068708238842210174,17,0.002372,7,-0.0044988238842210175,0.0044988238842210175,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4,0.25448,0.1953233234964919,188,0.147782,171,-0.0475413234964919,0.0475413234964919,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.1,0.014403,0.010576359055590893,14,0.004082,12,-0.006494359055590894,0.006494359055590894,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2,0.216072,0.16832991487193275,134,0.138484,151,-0.02984591487193275,0.02984591487193275,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.1,0.001159,0.0008383011829026611,4,0.0,0,-0.0008383011829026611,0.0008383011829026611,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.2,0.00115,0.0008923007143752516,20,0.0,0,-0.0008923007143752516,0.0008923007143752516,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.3,0.057291999999999996,0.033519813983198796,14,0.012337999999999998,27,-0.021181813983198797,0.021181813983198797,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.3.1,0.026947,0.0136666272819819,4,0.012197999999999999,19,-0.0014686272819819015,0.0014686272819819015,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.4,0.0017100000000000001,0.0010546187890505085,13,0.0,0,-0.0010546187890505085,0.0010546187890505085,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.4.2.5,0.061177,0.04340868512050385,30,0.105133,81,0.06172431487949615,0.06172431487949615,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
