delay_type,horizon,future_timepoint,optimal_distance,distance,initial_timepoint,delay,t,future_timepoint_numeric
none,3,2011-07-01,0.8527705669403076,4.489935874938965,2011-04-01,0.0,1,2011.5
none,3,2011-10-01,0.6507068276405334,3.209986925125122,2011-07-01,0.0,2,2011.75
none,3,2012-01-01,0.908733367919922,3.437802314758301,2011-10-01,0.0,3,2012.0
none,3,2012-04-01,0.8557819128036499,1.98992919921875,2012-01-01,0.0,4,2012.25
none,3,2012-07-01,0.5194043517112732,2.4331202507019043,2012-04-01,0.0,5,2012.5
none,3,2012-10-01,0.762909471988678,2.6436192989349365,2012-07-01,0.0,6,2012.75
none,3,2013-01-01,0.6971157193183899,2.721108913421631,2012-10-01,0.0,7,2013.0
none,3,2013-04-01,0.5895503163337708,2.98655366897583,2013-01-01,0.0,8,2013.25
none,3,2013-07-01,0.6070358157157898,1.323044776916504,2013-04-01,0.0,9,2013.5
none,3,2013-10-01,0.7181989550590515,2.148693323135376,2013-07-01,0.0,10,2013.75
none,3,2014-01-01,0.7518443465232849,1.9376221895217896,2013-10-01,0.0,11,2014.0
none,3,2014-04-01,0.6101270914077759,2.3919925689697266,2014-01-01,0.0,12,2014.25
none,3,2014-07-01,0.5312313437461853,2.469337224960327,2014-04-01,0.0,13,2014.5
none,3,2014-10-01,0.6246013045310974,1.8545243740081787,2014-07-01,0.0,14,2014.75
none,3,2015-01-01,0.6915505528450012,2.8990018367767334,2014-10-01,0.0,15,2015.0
none,3,2015-04-01,0.5419966578483582,2.440335750579834,2015-01-01,0.0,16,2015.25
none,3,2015-07-01,0.5895470380783081,2.106734037399292,2015-04-01,0.0,17,2015.5
none,3,2015-10-01,0.4776044487953186,1.6190580129623413,2015-07-01,0.0,18,2015.75
none,3,2016-01-01,0.5530698895454407,2.151771783828736,2015-10-01,0.0,19,2016.0
none,3,2016-04-01,0.6257802844047546,2.4836297035217285,2016-01-01,0.0,20,2016.25
none,3,2016-07-01,0.6652304530143738,2.718146085739136,2016-04-01,0.0,21,2016.5
none,3,2016-10-01,0.6038196086883545,2.4020743370056152,2016-07-01,0.0,22,2016.75
none,3,2017-01-01,0.5940349698066711,5.074641704559326,2016-10-01,0.0,23,2017.0
none,3,2017-04-01,1.080102801322937,2.4913930892944336,2017-01-01,0.0,24,2017.25
none,3,2017-07-01,0.6681567430496216,3.4038307666778564,2017-04-01,0.0,25,2017.5
none,3,2017-10-01,0.6034439206123352,3.045407056808472,2017-07-01,0.0,26,2017.75
none,3,2018-01-01,0.4832346737384796,2.4534459114074707,2017-10-01,0.0,27,2018.0
none,3,2018-04-01,0.5378716588020325,3.4036684036254883,2018-01-01,0.0,28,2018.25
none,3,2018-07-01,0.7596114873886108,2.3129875659942627,2018-04-01,0.0,29,2018.5
none,3,2018-10-01,0.5923771262168884,4.853252410888672,2018-07-01,0.0,30,2018.75
none,3,2019-01-01,0.8688583970069885,6.661656379699707,2018-10-01,0.0,31,2019.0
none,3,2019-04-01,0.5612369775772095,3.8963136672973633,2019-01-01,0.0,32,2019.25
none,3,2019-07-01,0.5215222835540771,3.369878053665161,2019-04-01,0.0,33,2019.5
none,3,2019-10-01,0.5623944401741028,2.223593235015869,2019-07-01,0.0,34,2019.75
ideal,3,2011-07-01,1.094082593917847,4.482316970825195,2011-04-01,1.0,1,2011.5
ideal,3,2011-10-01,1.0472041368484497,5.134111881256104,2011-07-01,1.0,2,2011.75
ideal,3,2012-01-01,0.981974184513092,3.644606351852417,2011-10-01,1.0,3,2012.0
ideal,3,2012-04-01,0.9899773597717284,2.044807195663452,2012-01-01,1.0,4,2012.25
ideal,3,2012-07-01,0.6341919302940369,2.986979961395264,2012-04-01,1.0,5,2012.5
ideal,3,2012-10-01,0.8370934724807739,3.289098024368286,2012-07-01,1.0,6,2012.75
ideal,3,2013-01-01,0.9365031719207764,2.76526141166687,2012-10-01,1.0,7,2013.0
ideal,3,2013-04-01,0.6768434047698975,3.597649574279785,2013-01-01,1.0,8,2013.25
ideal,3,2013-07-01,0.6779758930206299,1.673205852508545,2013-04-01,1.0,9,2013.5
ideal,3,2013-10-01,0.9411190748214722,2.162318229675293,2013-07-01,1.0,10,2013.75
ideal,3,2014-01-01,0.8934269547462463,2.1244149208068848,2013-10-01,1.0,11,2014.0
ideal,3,2014-04-01,0.7646365761756897,2.6315903663635254,2014-01-01,1.0,12,2014.25
ideal,3,2014-07-01,0.6138045191764832,3.114083766937256,2014-04-01,1.0,13,2014.5
ideal,3,2014-10-01,0.7448474764823914,2.3487343788146973,2014-07-01,1.0,14,2014.75
ideal,3,2015-01-01,0.8425626754760742,3.373347759246826,2014-10-01,1.0,15,2015.0
ideal,3,2015-04-01,0.6283713579177856,2.7117841243743896,2015-01-01,1.0,16,2015.25
ideal,3,2015-07-01,0.7155932784080505,2.7830939292907715,2015-04-01,1.0,17,2015.5
ideal,3,2015-10-01,0.6650378704071045,2.144338607788086,2015-07-01,1.0,18,2015.75
ideal,3,2016-01-01,0.6901185512542725,2.144954204559326,2015-10-01,1.0,19,2016.0
ideal,3,2016-04-01,0.7246159911155701,2.754319190979004,2016-01-01,1.0,20,2016.25
ideal,3,2016-07-01,0.8053465485572815,3.17100477218628,2016-04-01,1.0,21,2016.5
ideal,3,2016-10-01,0.7021365761756897,3.238264322280884,2016-07-01,1.0,22,2016.75
ideal,3,2017-01-01,0.6782838702201843,5.053660392761231,2016-10-01,1.0,23,2017.0
ideal,3,2017-04-01,1.2118303775787354,3.2898976802825928,2017-01-01,1.0,24,2017.25
ideal,3,2017-07-01,0.7428104281425476,3.9625072479248047,2017-04-01,1.0,25,2017.5
ideal,3,2017-10-01,0.7049774527549744,3.753275156021118,2017-07-01,1.0,26,2017.75
ideal,3,2018-01-01,0.5694729685783386,2.5977165699005127,2017-10-01,1.0,27,2018.0
ideal,3,2018-04-01,0.6477662920951843,3.8898963928222656,2018-01-01,1.0,28,2018.25
ideal,3,2018-07-01,0.9912235140800476,2.5510029792785645,2018-04-01,1.0,29,2018.5
ideal,3,2018-10-01,0.6954896450042725,5.1042680740356445,2018-07-01,1.0,30,2018.75
ideal,3,2019-01-01,0.9097145795822144,7.152502059936523,2018-10-01,1.0,31,2019.0
ideal,3,2019-04-01,0.7184233069419861,5.021764278411865,2019-01-01,1.0,32,2019.25
ideal,3,2019-07-01,0.6986406445503235,3.545574426651001,2019-04-01,1.0,33,2019.5
ideal,3,2019-10-01,0.682295024394989,2.634657144546509,2019-07-01,1.0,34,2019.75
realistic,3,2011-07-01,1.2523223161697388,4.642235279083252,2011-04-01,,1,2011.5
