delay_type,horizon,future_timepoint,optimal_distance,distance,initial_timepoint,delay,t,future_timepoint_numeric
none,3,2017-07-01,0.6754404902458191,3.791156530380249,2017-04-01,0.0,25,2017.5
none,3,2017-10-01,0.7468421459197998,3.2323431968688965,2017-07-01,0.0,26,2017.75
none,3,2018-01-01,0.5953126549720764,2.5609071254730225,2017-10-01,0.0,27,2018.0
none,3,2018-04-01,0.5837356448173523,3.296383619308472,2018-01-01,0.0,28,2018.25
none,3,2018-07-01,0.8819941282272339,2.7515125274658203,2018-04-01,0.0,29,2018.5
none,3,2018-10-01,0.6518527865409851,4.678530216217041,2018-07-01,0.0,30,2018.75
none,3,2019-01-01,0.8181953430175781,5.188153266906738,2018-10-01,0.0,31,2019.0
none,3,2019-04-01,0.607022225856781,3.312511444091797,2019-01-01,0.0,32,2019.25
none,3,2019-07-01,0.5466275811195374,3.552376270294189,2019-04-01,0.0,33,2019.5
none,3,2019-10-01,0.8840540051460266,2.691462993621826,2019-07-01,0.0,34,2019.75
ideal,3,2011-07-01,1.817941188812256,5.024127960205078,2011-04-01,1.0,1,2011.5
ideal,3,2011-10-01,1.0654312372207642,4.662652015686035,2011-07-01,1.0,2,2011.75
ideal,3,2012-01-01,0.9260220527648926,3.625282287597656,2011-10-01,1.0,3,2012.0
ideal,3,2012-04-01,1.176277756690979,2.0117878913879395,2012-01-01,1.0,4,2012.25
ideal,3,2012-07-01,0.9751006960868835,3.076270580291748,2012-04-01,1.0,5,2012.5
ideal,3,2012-10-01,1.1363965272903442,3.4453160762786865,2012-07-01,1.0,6,2012.75
ideal,3,2013-01-01,0.9108164310455322,2.9109597206115723,2012-10-01,1.0,7,2013.0
ideal,3,2013-04-01,0.7317672967910767,3.07358455657959,2013-01-01,1.0,8,2013.25
ideal,3,2013-07-01,0.804243266582489,1.737036108970642,2013-04-01,1.0,9,2013.5
ideal,3,2013-10-01,0.9873159527778624,2.4192349910736084,2013-07-01,1.0,10,2013.75
ideal,3,2014-01-01,0.9412657618522644,2.23250412940979,2013-10-01,1.0,11,2014.0
ideal,3,2014-04-01,0.7192741632461548,2.353208541870117,2014-01-01,1.0,12,2014.25
ideal,3,2014-07-01,0.693149209022522,2.7644073963165283,2014-04-01,1.0,13,2014.5
ideal,3,2014-10-01,0.6388772130012512,2.448251962661743,2014-07-01,1.0,14,2014.75
ideal,3,2015-01-01,0.9615386724472046,3.5193567276000977,2014-10-01,1.0,15,2015.0
ideal,3,2015-04-01,0.6836443543434143,3.349021673202514,2015-01-01,1.0,16,2015.25
ideal,3,2015-07-01,0.7503160238265991,2.473098993301392,2015-04-01,1.0,17,2015.5
ideal,3,2015-10-01,0.7677134275436401,2.4815804958343506,2015-07-01,1.0,18,2015.75
ideal,3,2016-01-01,0.7734068036079407,2.4982638359069824,2015-10-01,1.0,19,2016.0
ideal,3,2016-04-01,0.8119401931762695,2.9688613414764404,2016-01-01,1.0,20,2016.25
ideal,3,2016-07-01,0.9601349234580994,2.7117722034454346,2016-04-01,1.0,21,2016.5
ideal,3,2016-10-01,0.891632080078125,2.943057060241699,2016-07-01,1.0,22,2016.75
ideal,3,2017-01-01,0.7377182245254517,4.689700603485107,2016-10-01,1.0,23,2017.0
ideal,3,2017-04-01,1.3186484575271606,3.007709503173828,2017-01-01,1.0,24,2017.25
ideal,3,2017-07-01,0.9244942665100098,4.452445030212402,2017-04-01,1.0,25,2017.5
ideal,3,2017-10-01,0.8805670142173767,3.8730275630950928,2017-07-01,1.0,26,2017.75
ideal,3,2018-01-01,0.6930861473083496,2.999496936798096,2017-10-01,1.0,27,2018.0
ideal,3,2018-04-01,0.7537114024162292,3.816738367080689,2018-01-01,1.0,28,2018.25
ideal,3,2018-07-01,1.0558942556381226,2.999996423721313,2018-04-01,1.0,29,2018.5
ideal,3,2018-10-01,0.7957972884178162,5.13405704498291,2018-07-01,1.0,30,2018.75
ideal,3,2019-01-01,0.894564151763916,5.847850322723389,2018-10-01,1.0,31,2019.0
ideal,3,2019-04-01,0.7405062913894653,4.080664157867432,2019-01-01,1.0,32,2019.25
ideal,3,2019-07-01,0.7424355149269104,3.592482805252075,2019-04-01,1.0,33,2019.5
ideal,3,2019-10-01,1.029238224029541,3.5186984539031982,2019-07-01,1.0,34,2019.75
realistic,3,2011-07-01,1.9649958610534668,5.048243999481201,2011-04-01,,1,2011.5
realistic,3,2011-10-01,1.626618504524231,6.293091297149658,2011-07-01,,2,2011.75
realistic,3,2012-01-01,1.062122821807861,4.201727390289307,2011-10-01,,3,2012.0
realistic,3,2012-04-01,1.3324337005615234,2.8910505771636963,2012-01-01,,4,2012.25
realistic,3,2012-07-01,1.134415626525879,3.886492967605591,2012-04-01,,5,2012.5
realistic,3,2012-10-01,1.305199146270752,3.7936370372772217,2012-07-01,,6,2012.75
realistic,3,2013-01-01,1.132873773574829,3.07576060295105,2012-10-01,,7,2013.0
realistic,3,2013-04-01,0.8488808274269104,3.1950504779815674,2013-01-01,,8,2013.25
realistic,3,2013-07-01,0.9470618963241576,2.140028953552246,2013-04-01,,9,2013.5
realistic,3,2013-10-01,1.30851948261261,2.523292064666748,2013-07-01,,10,2013.75
realistic,3,2014-01-01,1.1386226415634155,2.5654327869415283,2013-10-01,,11,2014.0
realistic,3,2014-04-01,1.4689472913742063,2.85778546333313,2014-01-01,,12,2014.25
realistic,3,2014-07-01,0.8940576910972595,3.1030893325805664,2014-04-01,,13,2014.5
realistic,3,2014-10-01,0.7401762008666992,2.3216567039489746,2014-07-01,,14,2014.75
realistic,3,2015-01-01,1.0128685235977173,4.263202667236328,2014-10-01,,15,2015.0
realistic,3,2015-04-01,0.9252877235412598,4.665887832641602,2015-01-01,,16,2015.25
realistic,3,2015-07-01,0.9053024649620056,3.637550354003906,2015-04-01,,17,2015.5
realistic,3,2015-10-01,0.9216474890708924,2.774531364440918,2015-07-01,,18,2015.75
realistic,3,2016-01-01,0.9743561148643494,2.6179914474487305,2015-10-01,,19,2016.0
realistic,3,2016-04-01,1.0154894590377808,3.975598335266113,2016-01-01,,20,2016.25
realistic,3,2016-07-01,1.1171983480453491,3.5067453384399414,2016-04-01,,21,2016.5
realistic,3,2016-10-01,1.1082454919815063,3.3438103199005127,2016-07-01,,22,2016.75
realistic,3,2017-01-01,0.897713840007782,4.743383884429932,2016-10-01,,23,2017.0
realistic,3,2017-04-01,1.5098919868469238,3.82809853553772,2017-01-01,,24,2017.25
realistic,3,2017-07-01,1.086448073387146,4.637440204620361,2017-04-01,,25,2017.5
realistic,3,2017-10-01,1.0660605430603027,5.225634574890137,2017-07-01,,26,2017.75
realistic,3,2018-01-01,0.8227066397666931,3.642742395401001,2017-10-01,,27,2018.0
realistic,3,2018-04-01,0.9084676504135132,4.189884185791016,2018-01-01,,28,2018.25
realistic,3,2018-07-01,1.2603083848953247,2.9670093059539795,2018-04-01,,29,2018.5
realistic,3,2018-10-01,1.2517921924591064,5.382697105407715,2018-07-01,,30,2018.75
realistic,3,2019-01-01,0.998087763786316,6.054392337799072,2018-10-01,,31,2019.0
realistic,3,2019-04-01,1.320175290107727,4.947327136993408,2019-01-01,,32,2019.25
realistic,3,2019-07-01,0.9540045857429504,4.404023170471191,2019-04-01,,33,2019.5
realistic,3,2019-10-01,1.329033136367798,4.170333385467529,2019-07-01,,34,2019.75
none,6,2011-10-01,1.9450725317001345,6.974849224090576,2011-04-01,0.0,2,2011.75
none,6,2012-01-01,1.1106846332550049,5.045292854309082,2011-07-01,0.0,3,2012.0
none,6,2012-04-01,1.3418831825256348,3.559396505355835,2011-10-01,0.0,4,2012.25
none,6,2012-07-01,1.1867125034332275,3.404761791229248,2012-01-01,0.0,5,2012.5
none,6,2012-10-01,1.335908055305481,4.388226509094238,2012-04-01,0.0,6,2012.75
none,6,2013-01-01,1.1920945644378662,3.6722829341888414,2012-07-01,0.0,7,2013.0
none,6,2013-04-01,0.8769151568412781,4.235373020172119,2012-10-01,0.0,8,2013.25
none,6,2013-07-01,0.8985153436660767,2.841521978378296,2013-01-01,0.0,9,2013.5
none,6,2013-10-01,1.3078442811965942,2.2480037212371826,2013-04-01,0.0,10,2013.75
none,6,2014-01-01,1.146304965019226,2.952822685241699,2013-07-01,0.0,11,2014.0
none,6,2014-04-01,1.5929043292999268,3.247864484786988,2013-10-01,0.0,12,2014.25
none,6,2014-07-01,1.0002292394638062,3.8241820335388175,2014-01-01,0.0,13,2014.5
none,6,2014-10-01,0.8645650744438171,3.3821771144866943,2014-04-01,0.0,14,2014.75
none,6,2015-01-01,1.1071033477783203,4.486910820007324,2014-07-01,0.0,15,2015.0
none,6,2015-04-01,1.1135499477386477,4.902906894683838,2014-10-01,0.0,16,2015.25
none,6,2015-07-01,0.969513177871704,3.365926504135132,2015-01-01,0.0,17,2015.5
none,6,2015-10-01,0.838958740234375,2.7084312438964844,2015-04-01,0.0,18,2015.75
none,6,2016-01-01,1.009667158126831,3.070722341537476,2015-07-01,0.0,19,2016.0
none,6,2016-04-01,1.0023503303527832,4.149408340454102,2015-10-01,0.0,20,2016.25
none,6,2016-07-01,1.4747607707977295,4.15390157699585,2016-01-01,0.0,21,2016.5
none,6,2016-10-01,1.4701818227767944,3.714000701904297,2016-04-01,0.0,22,2016.75
none,6,2017-01-01,1.2289352416992188,4.039119720458984,2016-07-01,0.0,23,2017.0
none,6,2017-04-01,1.4536688327789309,6.094945430755615,2016-10-01,0.0,24,2017.25
none,6,2017-07-01,2.1142656803131104,5.304753303527832,2017-01-01,0.0,25,2017.5
none,6,2017-10-01,1.0857839584350586,5.428732395172119,2017-04-01,0.0,26,2017.75
none,6,2018-01-01,0.8445380330085754,3.8941650390625,2017-07-01,0.0,27,2018.0
none,6,2018-04-01,0.8532029986381531,4.751455783843994,2017-10-01,0.0,28,2018.25
none,6,2018-07-01,1.2894552946090698,4.483290672302246,2018-01-01,0.0,29,2018.5
none,6,2018-10-01,1.2603106498718262,6.092186450958252,2018-04-01,0.0,30,2018.75
none,6,2019-01-01,1.1458579301834106,7.791720390319824,2018-07-01,0.0,31,2019.0
none,6,2019-04-01,1.5569231510162354,7.94895076751709,2018-10-01,0.0,32,2019.25
none,6,2019-07-01,0.9747180342674256,5.637186527252197,2019-01-01,0.0,33,2019.5
none,6,2019-10-01,1.3187925815582275,4.582889080047607,2019-04-01,0.0,34,2019.75
ideal,6,2011-10-01,2.0905561447143555,6.824987888336182,2011-04-01,1.0,2,2011.75
ideal,6,2012-01-01,1.663614273071289,7.148848056793213,2011-07-01,1.0,3,2012.0
ideal,6,2012-04-01,1.3855278491973877,4.119731903076172,2011-10-01,1.0,4,2012.25
ideal,6,2012-07-01,1.2229095697402954,3.006762742996216,2012-01-01,1.0,5,2012.5
ideal,6,2012-10-01,1.6750084161758425,4.5680317878723145,2012-04-01,1.0,6,2012.75
ideal,6,2013-01-01,1.7166650295257568,4.369427680969238,2012-07-01,1.0,7,2013.0
ideal,6,2013-04-01,1.0380223989486694,3.9131979942321777,2012-10-01,1.0,8,2013.25
ideal,6,2013-07-01,0.95479017496109,3.3220815658569336,2013-01-01,1.0,9,2013.5
ideal,6,2013-10-01,1.335178256034851,2.2084836959838867,2013-04-01,1.0,10,2013.75
ideal,6,2014-01-01,1.3706828355789185,2.98342227935791,2013-07-01,1.0,11,2014.0
ideal,6,2014-04-01,1.5656113624572754,3.268153190612793,2013-10-01,1.0,12,2014.25
ideal,6,2014-07-01,1.1312470436096191,4.044586181640625,2014-01-01,1.0,13,2014.5
ideal,6,2014-10-01,0.9077775478363036,3.632396936416626,2014-04-01,1.0,14,2014.75
ideal,6,2015-01-01,1.1398203372955322,4.682539463043213,2014-07-01,1.0,15,2015.0
ideal,6,2015-04-01,1.160203456878662,6.067080497741699,2014-10-01,1.0,16,2015.25
ideal,6,2015-07-01,0.9543418288230896,3.914168119430542,2015-01-01,1.0,17,2015.5
ideal,6,2015-10-01,0.9085652828216552,2.951210021972656,2015-04-01,1.0,18,2015.75
ideal,6,2016-01-01,1.2033840417861938,3.133805990219116,2015-07-01,1.0,19,2016.0
ideal,6,2016-04-01,1.0579231977462769,4.040196895599365,2015-10-01,1.0,20,2016.25
ideal,6,2016-07-01,1.469639539718628,4.485828876495361,2016-01-01,1.0,21,2016.5
ideal,6,2016-10-01,1.740792989730835,3.73239541053772,2016-04-01,1.0,22,2016.75
ideal,6,2017-01-01,1.2520408630371094,4.127103805541992,2016-07-01,1.0,23,2017.0
ideal,6,2017-04-01,1.5177831649780271,6.809470653533936,2016-10-01,1.0,24,2017.25
ideal,6,2017-07-01,2.209604501724243,5.294178009033203,2017-01-01,1.0,25,2017.5
ideal,6,2017-10-01,1.478610873222351,6.044838905334473,2017-04-01,1.0,26,2017.75
ideal,6,2018-01-01,0.9328129887580872,4.62376880645752,2017-07-01,1.0,27,2018.0
ideal,6,2018-04-01,0.986358880996704,4.880697250366211,2017-10-01,1.0,28,2018.25
ideal,6,2018-07-01,1.4431815147399902,5.151527404785156,2018-01-01,1.0,29,2018.5
ideal,6,2018-10-01,1.501329779624939,6.067389011383057,2018-04-01,1.0,30,2018.75
ideal,6,2019-01-01,1.241767644882202,8.003561973571777,2018-07-01,1.0,31,2019.0
ideal,6,2019-04-01,1.5916346311569214,8.646113395690918,2018-10-01,1.0,32,2019.25
ideal,6,2019-07-01,1.0474252700805664,6.018735885620117,2019-01-01,1.0,33,2019.5
ideal,6,2019-10-01,1.422335505485535,4.257335186004639,2019-04-01,1.0,34,2019.75
realistic,6,2011-10-01,2.491054058074951,6.812053680419922,2011-04-01,,2,2011.75
realistic,6,2012-01-01,2.446606636047364,8.864439010620117,2011-07-01,,3,2012.0
realistic,6,2012-04-01,1.4667962789535522,4.556048393249512,2011-10-01,,4,2012.25
realistic,6,2012-07-01,1.3135267496109009,2.514478921890259,2012-01-01,,5,2012.5
realistic,6,2012-10-01,1.764195680618286,5.069080352783203,2012-04-01,,6,2012.75
realistic,6,2013-01-01,1.8075666427612305,4.242690086364746,2012-07-01,,7,2013.0
realistic,6,2013-04-01,1.2620173692703247,3.761373519897461,2012-10-01,,8,2013.25
realistic,6,2013-07-01,0.956524133682251,3.257511138916016,2013-01-01,,9,2013.5
realistic,6,2013-10-01,1.399408221244812,2.3047871589660645,2013-04-01,,10,2013.75
realistic,6,2014-01-01,1.6201870441436768,2.759184122085572,2013-07-01,,11,2014.0
realistic,6,2014-04-01,1.8532789945602417,3.5096094608306885,2013-10-01,,12,2014.25
realistic,6,2014-07-01,2.6130707263946533,4.258533477783203,2014-01-01,,13,2014.5
realistic,6,2014-10-01,1.0244770050048828,3.984451055526733,2014-04-01,,14,2014.75
realistic,6,2015-01-01,1.19636070728302,4.432156562805176,2014-07-01,,15,2015.0
realistic,6,2015-04-01,1.2125091552734375,6.903849124908447,2014-10-01,,16,2015.25
realistic,6,2015-07-01,1.0673038959503174,5.702182769775391,2015-01-01,,17,2015.5
realistic,6,2015-10-01,1.0174936056137085,3.721029758453369,2015-04-01,,18,2015.75
realistic,6,2016-01-01,1.3214179277420044,3.181077241897583,2015-07-01,,19,2016.0
realistic,6,2016-04-01,1.3355711698532104,4.184462070465088,2015-10-01,,20,2016.25
realistic,6,2016-07-01,1.6208429336547852,5.487385272979736,2016-01-01,,21,2016.5
realistic,6,2016-10-01,1.8645342588424685,4.282513618469238,2016-04-01,,22,2016.75
realistic,6,2017-01-01,1.6273692846298218,4.007803916931152,2016-07-01,,23,2017.0
realistic,6,2017-04-01,1.573172926902771,6.116096019744873,2016-10-01,,24,2017.25
realistic,6,2017-07-01,2.344625949859619,5.715710639953613,2017-01-01,,25,2017.5
realistic,6,2017-10-01,1.518143653869629,5.937010765075684,2017-04-01,,26,2017.75
realistic,6,2018-01-01,1.0703507661819458,6.155739784240723,2017-07-01,,27,2018.0
realistic,6,2018-04-01,1.0468635559082031,5.314932823181152,2017-10-01,,28,2018.25
realistic,6,2018-07-01,1.548535943031311,5.311057090759277,2018-01-01,,29,2018.5
realistic,6,2018-10-01,1.818593144416809,4.9144062995910645,2018-04-01,,30,2018.75
realistic,6,2019-01-01,1.683321833610535,7.866492748260498,2018-07-01,,31,2019.0
realistic,6,2019-04-01,1.656917929649353,8.652069091796875,2018-10-01,,32,2019.25
realistic,6,2019-07-01,2.1215803623199463,7.280519008636475,2019-01-01,,33,2019.5
realistic,6,2019-10-01,1.7191879749298096,4.921318054199219,2019-04-01,,34,2019.75
none,9,2012-01-01,2.484687089920044,9.121444702148438,2011-04-01,0.0,3,2012.0
none,9,2012-04-01,1.488328218460083,5.653888702392578,2011-07-01,0.0,4,2012.25
none,9,2012-07-01,1.308247685432434,3.1220619678497314,2011-10-01,0.0,5,2012.5
none,9,2012-10-01,1.67793071269989,4.653152942657471,2012-01-01,0.0,6,2012.75
none,9,2013-01-01,1.804829716682434,4.215290069580078,2012-04-01,0.0,7,2013.0
none,9,2013-04-01,1.31366765499115,4.283830165863037,2012-07-01,0.0,8,2013.25
none,9,2013-07-01,0.9633503556251526,3.93977689743042,2012-10-01,0.0,9,2013.5
none,9,2013-10-01,1.3804970979690552,3.222693920135498,2013-01-01,0.0,10,2013.75
none,9,2014-01-01,1.6278971433639526,2.416486978530884,2013-04-01,0.0,11,2014.0
none,9,2014-04-01,1.856128215789795,4.062711238861084,2013-07-01,0.0,12,2014.25
none,9,2014-07-01,2.637436389923096,4.7138214111328125,2013-10-01,0.0,13,2014.5
none,9,2014-10-01,1.053236961364746,5.491650581359863,2014-01-01,0.0,14,2014.75
none,9,2015-01-01,1.3388692140579224,5.747925758361816,2014-04-01,0.0,15,2015.0
none,9,2015-04-01,1.2434512376785278,7.085751533508301,2014-07-01,0.0,16,2015.25
none,9,2015-07-01,1.2909176349639893,5.730119228363037,2014-10-01,0.0,17,2015.5
none,9,2015-10-01,1.2229859828948977,3.0571882724761963,2015-01-01,0.0,18,2015.75
none,9,2016-01-01,1.2156141996383667,3.376362562179565,2015-04-01,0.0,19,2016.0
none,9,2016-04-01,1.4469656944274902,4.227812767028809,2015-07-01,0.0,20,2016.25
none,9,2016-07-01,1.53839111328125,5.655800342559815,2015-10-01,0.0,21,2016.5
none,9,2016-10-01,2.228724479675293,4.992334842681885,2016-01-01,0.0,22,2016.75
none,9,2017-01-01,1.6816952228546145,4.38803768157959,2016-04-01,0.0,23,2017.0
none,9,2017-04-01,1.963631272315979,5.280195713043213,2016-07-01,0.0,24,2017.25
none,9,2017-07-01,2.310852766036988,7.088375568389893,2016-10-01,0.0,25,2017.5
none,9,2017-10-01,2.3409597873687744,6.417733669281006,2017-01-01,0.0,26,2017.75
none,9,2018-01-01,1.1179734468460083,6.525836944580078,2017-04-01,0.0,27,2018.0
none,9,2018-04-01,1.0527067184448242,5.441149711608887,2017-07-01,0.0,28,2018.25
none,9,2018-07-01,1.4931845664978027,5.804696559906006,2017-10-01,0.0,29,2018.5
none,9,2018-10-01,1.827148079872132,3.629737377166748,2018-01-01,0.0,30,2018.75
none,9,2019-01-01,1.6395663022994995,9.056456565856934,2018-04-01,0.0,31,2019.0
none,9,2019-04-01,1.9541490077972408,10.558267593383787,2018-07-01,0.0,32,2019.25
none,9,2019-07-01,2.794494390487671,10.509861946105955,2018-10-01,0.0,33,2019.5
none,9,2019-10-01,1.724230408668518,5.889548301696777,2019-01-01,0.0,34,2019.75
ideal,9,2012-01-01,2.541548252105713,8.944384574890137,2011-04-01,1.0,3,2012.0
ideal,9,2012-04-01,2.1596975326538086,7.956516265869141,2011-07-01,1.0,4,2012.25
ideal,9,2012-07-01,1.3458479642868042,4.10520076751709,2011-10-01,1.0,5,2012.5
ideal,9,2012-10-01,1.697675347328186,4.289341926574707,2012-01-01,1.0,6,2012.75
ideal,9,2013-01-01,2.293104887008667,4.363132476806641,2012-04-01,1.0,7,2013.0
ideal,9,2013-04-01,2.105060577392578,5.072113037109375,2012-07-01,1.0,8,2013.25
ideal,9,2013-07-01,1.233799934387207,3.8534903526306152,2012-10-01,1.0,9,2013.5
ideal,9,2013-10-01,1.404122829437256,3.633365392684937,2013-01-01,1.0,10,2013.75
ideal,9,2014-01-01,1.6690565347671509,2.3800361156463623,2013-04-01,1.0,11,2014.0
ideal,9,2014-04-01,1.9983036518096924,3.953680038452149,2013-07-01,1.0,12,2014.25
ideal,9,2014-07-01,2.455947160720825,4.643913745880127,2013-10-01,1.0,13,2014.5
ideal,9,2014-10-01,1.3521686792373655,5.8040266036987305,2014-01-01,1.0,14,2014.75
ideal,9,2015-01-01,1.4670199155807495,5.652131080627441,2014-04-01,1.0,15,2015.0
ideal,9,2015-04-01,1.2830703258514404,7.422870635986328,2014-07-01,1.0,16,2015.25
ideal,9,2015-07-01,1.3125945329666138,7.577938556671143,2014-10-01,1.0,17,2015.5
ideal,9,2015-10-01,1.2106025218963623,3.5926501750946045,2015-01-01,1.0,18,2015.75
ideal,9,2016-01-01,1.2699487209320068,3.264932632446289,2015-04-01,1.0,19,2016.0
ideal,9,2016-04-01,1.936823844909668,4.301644802093506,2015-07-01,1.0,20,2016.25
ideal,9,2016-07-01,1.5726972818374634,5.557422637939453,2015-10-01,1.0,21,2016.5
ideal,9,2016-10-01,2.133744478225708,5.333363056182861,2016-01-01,1.0,22,2016.75
ideal,9,2017-01-01,2.198935985565185,4.976029872894287,2016-04-01,1.0,23,2017.0
ideal,9,2017-04-01,1.9711518287658687,5.351736068725586,2016-07-01,1.0,24,2017.25
ideal,9,2017-07-01,2.3899712562561035,8.140286445617676,2016-10-01,1.0,25,2017.5
ideal,9,2017-10-01,2.378369808197021,6.14323616027832,2017-01-01,1.0,26,2017.75
ideal,9,2018-01-01,1.5341534614562988,7.192761421203613,2017-04-01,1.0,27,2018.0
ideal,9,2018-04-01,1.0964096784591677,5.682668685913086,2017-07-01,1.0,28,2018.25
ideal,9,2018-07-01,1.6349273920059204,5.842975616455078,2017-10-01,1.0,29,2018.5
ideal,9,2018-10-01,1.9065077304840088,4.5188493728637695,2018-01-01,1.0,30,2018.75
ideal,9,2019-01-01,1.842753767967224,9.115437507629396,2018-04-01,1.0,31,2019.0
ideal,9,2019-04-01,2.051107883453369,10.514768600463867,2018-07-01,1.0,32,2019.25
ideal,9,2019-07-01,2.7866997718811035,11.4876127243042,2018-10-01,1.0,33,2019.5
ideal,9,2019-10-01,1.7590893507003784,6.234734535217285,2019-01-01,1.0,34,2019.75
realistic,9,2012-01-01,3.224251270294189,9.038262367248535,2011-04-01,,3,2012.0
realistic,9,2012-04-01,2.855071783065796,9.686972618103027,2011-07-01,,4,2012.25
realistic,9,2012-07-01,1.431077003479004,4.407143592834473,2011-10-01,,5,2012.5
realistic,9,2012-10-01,1.772409439086914,3.84218955039978,2012-01-01,,6,2012.75
realistic,9,2013-01-01,2.390887260437012,4.699185371398926,2012-04-01,,7,2013.0
realistic,9,2013-04-01,2.134080171585083,4.764744281768799,2012-07-01,,8,2013.25
realistic,9,2013-07-01,1.584169626235962,3.844672203063965,2012-10-01,,9,2013.5
realistic,9,2013-10-01,1.3887622356414795,3.57493257522583,2013-01-01,,10,2013.75
realistic,9,2014-01-01,1.7274572849273682,2.56518292427063,2013-04-01,,11,2014.0
realistic,9,2014-04-01,2.3362622261047363,3.453210830688477,2013-07-01,,12,2014.25
realistic,9,2014-07-01,2.8996028900146484,4.936856269836426,2013-10-01,,13,2014.5
realistic,9,2014-10-01,3.0149738788604736,5.793458938598633,2014-01-01,,14,2014.75
realistic,9,2015-01-01,1.5697875022888184,6.040045738220215,2014-04-01,,15,2015.0
realistic,9,2015-04-01,1.367658019065857,6.99269962310791,2014-07-01,,16,2015.25
realistic,9,2015-07-01,1.360526204109192,8.50961971282959,2014-10-01,,17,2015.5
realistic,9,2015-10-01,1.3047826290130615,6.045831680297852,2015-01-01,,18,2015.75
realistic,9,2016-01-01,1.374070405960083,3.104970693588257,2015-04-01,,19,2016.0
realistic,9,2016-04-01,2.0259439945220947,4.379012584686279,2015-07-01,,20,2016.25
realistic,9,2016-07-01,1.974045395851136,5.618048667907715,2015-10-01,,21,2016.5
realistic,9,2016-10-01,2.400851964950561,6.607888698577881,2016-01-01,,22,2016.75
realistic,9,2017-01-01,2.295853614807129,5.062168121337891,2016-04-01,,23,2017.0
realistic,9,2017-04-01,2.304921388626098,5.117762565612793,2016-07-01,,24,2017.25
realistic,9,2017-07-01,2.4209094047546387,6.5243306159973145,2016-10-01,,25,2017.5
realistic,9,2017-10-01,2.584323644638061,6.527541160583496,2017-01-01,,26,2017.75
realistic,9,2018-01-01,1.570007562637329,6.861995220184326,2017-04-01,,27,2018.0
realistic,9,2018-04-01,1.3655084371566772,7.3020524978637695,2017-07-01,,28,2018.25
realistic,9,2018-07-01,1.6742678880691528,6.493960380554199,2017-10-01,,29,2018.5
realistic,9,2018-10-01,1.956791400909424,4.543492794036865,2018-01-01,,30,2018.75
realistic,9,2019-01-01,2.2498779296875,7.233046531677246,2018-04-01,,31,2019.0
realistic,9,2019-04-01,2.510009288787842,10.30555820465088,2018-07-01,,32,2019.25
realistic,9,2019-07-01,2.933307409286499,11.556255340576172,2018-10-01,,33,2019.5
realistic,9,2019-10-01,2.916701316833496,7.897711277008057,2019-01-01,,34,2019.75
none,12,2012-04-01,2.8757927417755127,9.663864135742188,2011-04-01,0.0,4,2012.25
none,12,2012-07-01,1.4033201932907104,5.511845111846924,2011-07-01,0.0,5,2012.5
none,12,2012-10-01,1.825644850730896,4.199901103973389,2011-10-01,0.0,6,2012.75
